id,hotel_id,path,local_file
7133320,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/c203d0a1_b.jpg,images/7133320.jpg
7133321,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/00c7c67a_b.jpg,images/7133321.jpg
7133322,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/57b0c2e1_b.jpg,images/7133322.jpg
7133323,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/f55ca13c_b.jpg,images/7133323.jpg
7133324,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/726bba66_b.jpg,images/7133324.jpg
7133325,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/9b5c39db_b.jpg,images/7133325.jpg
7133326,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/a4b8ac09_b.jpg,images/7133326.jpg
7133327,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/ead3007e_b.jpg,images/7133327.jpg
7133328,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/1349c716_b.jpg,images/7133328.jpg
7133329,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/91dd88a6_b.jpg,images/7133329.jpg
7133330,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/19e17d0e_b.jpg,images/7133330.jpg
7133331,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/313ed80c_b.jpg,images/7133331.jpg
7133332,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/7c557e87_b.jpg,images/7133332.jpg
7133333,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/1a331ec6_b.jpg,images/7133333.jpg
7133334,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/7c5ad624_b.jpg,images/7133334.jpg
7133335,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/34987227_b.jpg,images/7133335.jpg
7133336,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/de052fae_b.jpg,images/7133336.jpg
7133337,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/d03a7f19_b.jpg,images/7133337.jpg
7133338,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/ff14a5c1_b.jpg,images/7133338.jpg
7133339,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/04f2ac02_b.jpg,images/7133339.jpg
7133340,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/967fe2a1_b.jpg,images/7133340.jpg
7133341,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/df4e4e58_b.jpg,images/7133341.jpg
7133342,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/7a6fd1ff_b.jpg,images/7133342.jpg
7133343,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/939ceb4a_b.jpg,images/7133343.jpg
7133344,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/90f41b6a_b.jpg,images/7133344.jpg
7133345,2430,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2170000/2169500/2169414/0e311abc_b.jpg,images/7133345.jpg
2604751,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160701_014445_CXJGS1.jpg,images/2604751.jpg
2604752,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160701_014445_IARXRE.jpg,images/2604752.jpg
2604753,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160701_014445_ODKEYO.jpg,images/2604753.jpg
2604754,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160701_014445_A7TH4H.jpg,images/2604754.jpg
2648427,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/10/20160908_115703_0S6KD7.jpg,images/2648427.jpg
2648428,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/10/20160908_115703_Z09IFS.jpg,images/2648428.jpg
2648429,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/10/20160908_115703_3C0KT8.jpg,images/2648429.jpg
2648430,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/10/20160908_115703_1GAD2M.jpg,images/2648430.jpg
2664389,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/11/20161027_131157_C4T33F.jpg,images/2664389.jpg
2664390,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/11/20161027_131157_ZFFMFH.jpg,images/2664390.jpg
2664391,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/11/20161027_131157_9AL9S8.jpg,images/2664391.jpg
2664392,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/11/20161027_131157_SCWVFE.jpg,images/2664392.jpg
3837577,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/4/20170326_212102_XWTWQY.jpg,images/3837577.jpg
3837578,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/4/20170326_212102_PYI2WJ.jpg,images/3837578.jpg
3837579,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/4/20170326_212102_RYXJ9F.jpg,images/3837579.jpg
3837580,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/4/20170326_212102_P5QD8V.jpg,images/3837580.jpg
3855908,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170518_125016_LB5IWS.jpg,images/3855908.jpg
3855909,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170518_125016_P9AMY3.jpg,images/3855909.jpg
3855910,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170518_125016_2FAHFE.jpg,images/3855910.jpg
3855911,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170518_125016_K096VX.jpg,images/3855911.jpg
3919536,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/3/20180203_015224_ZPMAIO.jpg,images/3919536.jpg
3919537,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/3/20180203_015224_OJDLFE.jpg,images/3919537.jpg
3919538,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/3/20180203_015224_GLKAKN.jpg,images/3919538.jpg
3919539,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/3/20180203_015224_5EJ2MI.jpg,images/3919539.jpg
3944729,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/7/20180606_032452_7RG16S.jpg,images/3944729.jpg
3944730,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/7/20180606_032452_8K0DQD.jpg,images/3944730.jpg
3944731,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/7/20180606_032452_TO1FU8.jpg,images/3944731.jpg
3944732,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/7/20180606_032452_7TCJ9G.jpg,images/3944732.jpg
3954033,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/8/20180722_153958_EOE51T.jpg,images/3954033.jpg
3954034,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/8/20180722_153958_0JYYBZ.jpg,images/3954034.jpg
3954035,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/8/20180722_153958_N0QEPJ.jpg,images/3954035.jpg
3954036,2526,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/8/20180722_153958_6JIIJV.jpg,images/3954036.jpg
6394889,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/378aebd3_b.jpg,images/6394889.jpg
6394890,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/b4fd8ba6_b.jpg,images/6394890.jpg
6394891,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/26227bc8_b.jpg,images/6394891.jpg
6394892,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/502c225c_b.jpg,images/6394892.jpg
6394893,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/39138c13_b.jpg,images/6394893.jpg
6394894,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/9a7c6068_b.jpg,images/6394894.jpg
6394895,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/9808e539_b.jpg,images/6394895.jpg
6394896,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/2bd6efe4_b.jpg,images/6394896.jpg
6394897,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/1951c7c4_b.jpg,images/6394897.jpg
6394898,2526,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/60000/51200/51118/6c2c7f67_b.jpg,images/6394898.jpg
9057348,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/73535f97_b.jpg,images/9057348.jpg
9057349,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/2e779174_b.jpg,images/9057349.jpg
9057350,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/39b07026_b.jpg,images/9057350.jpg
9057351,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/b2ae3395_b.jpg,images/9057351.jpg
9057352,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/f76058be_b.jpg,images/9057352.jpg
9057353,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/c9c47d4a_b.jpg,images/9057353.jpg
9057354,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/7413a8a9_b.jpg,images/9057354.jpg
9057355,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/4b7d9bb2_b.jpg,images/9057355.jpg
9057356,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/e224a4c4_b.jpg,images/9057356.jpg
9057357,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/9b952a1f_b.jpg,images/9057357.jpg
9057358,2808,https://image-submissions.s3.amazonaws.com/images/hotels/3000000/2600000/2595600/2595544/bed88573_b.jpg,images/9057358.jpg
2599275,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160627_214620_WKPLDC.jpg,images/2599275.jpg
2599276,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160627_214620_JX83V8.jpg,images/2599276.jpg
2599277,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160627_214620_5AHAP2.jpg,images/2599277.jpg
2599278,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160627_214620_8GAAJN.jpg,images/2599278.jpg
3930949,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/4/20180331_171357_AHQV8N.jpg,images/3930949.jpg
3930950,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/4/20180331_171357_6U2WB4.jpg,images/3930950.jpg
3930951,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/4/20180331_171357_W0DH9G.jpg,images/3930951.jpg
3930952,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2019/4/20180331_171357_EOYN45.jpg,images/3930952.jpg
3984490,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2020/2/20190114_180403_NBPD2T.jpg,images/3984490.jpg
3984491,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2020/2/20190114_180403_UMRKTY.jpg,images/3984491.jpg
3984492,3667,https://image-submissions.s3-us-west-2.amazonaws.com/images/2020/2/20190114_180403_N582N7.jpg,images/3984492.jpg
6380156,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/32dc8172_b.jpg,images/6380156.jpg
6380157,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/f0f519ba_b.jpg,images/6380157.jpg
6380158,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/cee26c8f_b.jpg,images/6380158.jpg
6380159,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/ac44c54c_b.jpg,images/6380159.jpg
6380160,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/f2d8c0bb_b.jpg,images/6380160.jpg
6380161,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/01d133da_b.jpg,images/6380161.jpg
6380162,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/dda13e23_b.jpg,images/6380162.jpg
6380163,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/2a23fd8f_b.jpg,images/6380163.jpg
6380164,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/8064d5cf_b.jpg,images/6380164.jpg
6380165,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/c18c1f9b_b.jpg,images/6380165.jpg
6380166,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/0fdd3fc3_b.jpg,images/6380166.jpg
6380167,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/0e895821_b.jpg,images/6380167.jpg
6380168,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/6c452ac1_b.jpg,images/6380168.jpg
6380169,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/9a53ba25_b.jpg,images/6380169.jpg
6380170,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/e079c21e_b.jpg,images/6380170.jpg
6380171,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/4c76cf14_b.jpg,images/6380171.jpg
6380172,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/c5bdbaaf_b.jpg,images/6380172.jpg
6380173,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/b6aedae4_b.jpg,images/6380173.jpg
6380174,3667,https://image-submissions.s3.amazonaws.com/images/hotels/1000000/460000/451000/450973/62367b55_b.jpg,images/6380174.jpg
14369460,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/08a4b5d9-e457-4448-ace3-0af34645588d.JPEG,images/14369460.jpeg
14369461,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/cf6002aa-8622-4274-9d5d-169a04ccbeaf.JPEG,images/14369461.jpeg
14369462,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/e4f148d3-9ef9-4768-8268-ce6dbe8b673c.JPEG,images/14369462.jpeg
14369463,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/8e9c7443-0120-4e5c-a5ce-14424189d616.JPEG,images/14369463.jpeg
14369464,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/82e2a1c9-8fce-4b5f-a352-7f75992cd188.JPEG,images/14369464.jpeg
14369465,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/5050c909-628f-430b-83fb-3c7a0f370d0d.JPEG,images/14369465.jpeg
14369466,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/3fffe78b-ee8a-4677-b4f2-ee3acf67b76d.JPEG,images/14369466.jpeg
14369467,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/a52b1559-eedb-4ef4-a5ac-e0104f5c5700.JPEG,images/14369467.jpeg
14369468,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/42a229c5-a756-45c1-a32a-9b48d68ab7b2.JPEG,images/14369468.jpeg
14369469,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/a364d318-ecfb-43bb-800d-15904211f3de.JPEG,images/14369469.jpeg
14369470,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/3799025e-590b-4f11-bb6e-87951e3e8a1a.JPEG,images/14369470.jpeg
14369471,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/e80a839a-a336-4db2-b8f3-ee22296edc33.JPEG,images/14369471.jpeg
14369472,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/b37af204-2f1b-4a24-92e1-31d553625002.JPEG,images/14369472.jpeg
14369473,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/16693393-a188-4132-bf39-46f8a505d93d.JPEG,images/14369473.jpeg
14369474,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/587b24cf-8090-4d4f-8f3a-9eb5fb7e5c09.JPEG,images/14369474.jpeg
14369475,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/a6b99d0e-2d71-4094-8989-a1fedbefec74.JPEG,images/14369475.jpeg
14369476,3667,https://image-submissions.s3.amazonaws.com/dev/images/2023/1/cd66fc97-f305-47d5-9cb8-772575b7edc9.JPEG,images/14369476.jpeg
2596732,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160626_155201_46RY8G.jpg,images/2596732.jpg
2596733,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160626_155201_PSG21H.jpg,images/2596733.jpg
3851059,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170502_011844_UGHOYS.jpg,images/3851059.jpg
3851060,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170502_011844_4MLTB8.jpg,images/3851060.jpg
3851061,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170502_011844_M1PIV3.jpg,images/3851061.jpg
3851062,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170502_011844_SQ8DVX.jpg,images/3851062.jpg
3853667,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170510_001130_F53RZA.jpg,images/3853667.jpg
3853668,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170510_001130_VHQ5EZ.jpg,images/3853668.jpg
3853669,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170510_001130_38WA7Z.jpg,images/3853669.jpg
3853670,4692,https://image-submissions.s3-us-west-2.amazonaws.com/images/2018/6/20170510_001130_OCEV2O.jpg,images/3853670.jpg
2603229,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160630_011651_5P1I2A.jpg,images/2603229.jpg
2603230,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160630_011651_TVDSEA.jpg,images/2603230.jpg
2603231,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160630_011651_Z9DMSN.jpg,images/2603231.jpg
2603232,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/7/20160630_011651_F0ADCV.jpg,images/2603232.jpg
2605897,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160701_224812_HA04D7.jpg,images/2605897.jpg
2605898,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160701_224812_E4DF2A.jpg,images/2605898.jpg
2605899,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160701_224812_FL4CVY.jpg,images/2605899.jpg
2605900,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160701_224812_BS4WPC.jpg,images/2605900.jpg
2618587,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160713_131646_7YZI2W.jpg,images/2618587.jpg
2618588,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160713_131646_B09AMO.jpg,images/2618588.jpg
2618589,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160713_131646_S514W4.jpg,images/2618589.jpg
2618590,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/8/20160713_131646_WEA9G5.jpg,images/2618590.jpg
2632397,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/9/20160801_211958_D6O1BO.jpg,images/2632397.jpg
2632398,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/9/20160801_211958_TMXZ2N.jpg,images/2632398.jpg
2632399,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/9/20160801_211958_4Q4POG.jpg,images/2632399.jpg
2632400,5004,https://image-submissions.s3-us-west-2.amazonaws.com/images/2017/9/20160801_211958_UWM8MI.jpg,images/2632400.jpg
